c_mot;c_lemme;c_morpho
ferraillaient;ferrailler;ver
ferraillait;ferrailler;ver
ferraillant;ferrailler;ver
ferraillante;ferraillant;adj
ferraille;ferraille;nom
ferraillé;ferrailler;ver
ferraillement;ferraillement;nom
ferrailler;ferrailler;ver
ferrailles;ferraille;nom
ferrailleur;ferrailleur;nom
ferrailleurs;ferrailleur;nom
ferrais;ferrer;ver
ferrait;ferrer;ver
ferrant;ferrer;ver
ferrasse;ferrer;ver
ferre;ferrer;ver
ferré;ferrer;ver
ferrée;ferré;adj
ferrées;ferré;adj
ferrer;ferrer;ver
ferrera;ferrer;ver
ferrerait;ferrer;ver
ferrés;ferré;adj
ferrets;ferret;nom
ferreuse;ferreux;adj
ferreux;ferreux;adj
ferrez;ferrer;ver
ferries;ferry;nom
ferriques;ferrique;adj
ferrite;ferrite;nom
ferro;ferro;nom
ferrocérium;ferrocérium;nom
ferrocyanure;ferrocyanure;nom
ferronnerie;ferronnerie;nom
ferronneries;ferronnerie;nom
ferronnier;ferronnier;nom
ferronnière;ferronnier;nom
ferronniers;ferronnier;nom
ferrons;ferrer;ver
ferroviaire;ferroviaire;adj
ferroviaires;ferroviaire;adj
ferrugineuse;ferrugineux;adj
ferrugineuses;ferrugineux;adj
ferrugineux;ferrugineux;adj
ferrure;ferrure;nom
ferrures;ferrure;nom
ferry;ferry;nom
ferry_boat;ferry_boat;nom
fers;fer;nom
ferté;ferté;nom
fertile;fertile;adj
fertiles;fertile;adj
fertilisable;fertilisable;adj
fertilisait;fertiliser;ver
fertilisant;fertilisant;nom
fertilisateur;fertilisateur;adj
fertilisation;fertilisation;nom
fertilise;fertiliser;ver
fertilisé;fertiliser;ver
fertilisée;fertiliser;ver
fertilisent;fertiliser;ver
fertiliser;fertiliser;ver
fertilisera;fertiliser;ver
fertilisèrent;fertiliser;ver
fertiliserons;fertiliser;ver
fertilisés;fertiliser;ver
fertilisez;fertiliser;ver
fertilité;fertilité;nom
féru;féru;adj
férue;féru;adj
férues;féru;adj
férule;férule;nom
férus;féru;adj
fervent;fervent;adj
fervente;fervent;adj
ferventes;fervent;adj
fervents;fervent;adj
ferveur;ferveur;nom
ferveurs;ferveur;nom
fessait;fesser;ver
fesse;fesse;nom
fessé;fesser;ver
fesse_mathieu;fesse_mathieu;nom
fessée;fessée;nom
fessées;fessée;nom
fesser;fesser;ver
fesserai;fesser;ver
fesserais;fesser;ver
fesses;fesse;nom
fessés;fesser;ver
fesseur;fesseur;nom
fesseuse;fesseur;nom
fessier;fessier;nom
fessière;fessier;adj
fessières;fessier;adj
fessiers;fessier;adj
fessiez;fesser;ver
fessu;fessu;adj
fessue;fessu;adj
fessues;fessu;adj
festif;festif;adj
festin;festin;nom
festins;festin;nom
festival;festival;nom
festivalier;festivalier;nom
festivals;festival;nom
festive;festif;adj
festives;festif;adj
festivité;festivité;nom
festivités;festivité;nom
festoie;festoyer;ver
festoient;festoyer;ver
festoiera;festoyer;ver
festoierons;festoyer;ver
feston;feston;nom
festonnaient;festonner;ver
festonnait;festonner;ver
festonne;festonner;ver
festonné;festonner;ver
festonnée;festonner;ver
festonnées;festonner;ver
festonnements;festonnement;nom
festonner;festonner;ver
festonnés;festonner;ver
festons;feston;nom
festoya;festoyer;ver
festoyaient;festoyer;ver
festoyant;festoyer;ver
festoyé;festoyer;ver
festoyer;festoyer;ver
festoyez;festoyer;ver
feta;feta;nom
fêta;fêter;ver
fêtaient;fêter;ver
fêtait;fêter;ver
fêtâmes;fêter;ver
fêtant;fêter;ver
fêtard;fêtard;nom
fêtards;fêtard;nom
fête;fête;nom
fêté;fêter;ver
fête_dieu;fête_dieu;nom
fêtée;fêter;ver
fêtent;fêter;ver
fêter;fêter;ver
fêtera;fêter;ver
fêterait;fêter;ver
fêtèrent;fêter;ver
fêterons;fêter;ver
fêtes;fête;nom
fêtés;fêter;ver
fêtez;fêter;ver
fétiche;fétiche;nom
fétiches;fétiche;nom
féticheur;féticheur;nom
féticheurs;féticheur;nom
fétichisations;fétichisation;nom
fétichisme;fétichisme;nom
fétichismes;fétichisme;nom
fétichiste;fétichiste;nom
fétichistes;fétichiste;nom
fétide;fétide;adj
fétides;fétide;adj
fétidité;fétidité;nom
fêtions;fêter;ver
fêtons;fêter;ver
fettucine;fettucine;nom
fétu;fétu;nom
fétuque;fétuque;nom
fétus;fétu;nom
feu;feu;nom
feudataire;feudataire;nom
feue;feu;adj
feuillage;feuillage;nom
feuillages;feuillage;nom
feuillaison;feuillaison;nom
feuillantines;feuillantine;nom
feuille;feuille;nom
feuille_morte;feuille_morte;adj
feuillée;feuillée;nom
feuillées;feuillée;nom
feuilles;feuille;nom
feuillet;feuillet;nom
feuilleta;feuilleter;ver
feuilletage;feuilletage;nom
feuilletai;feuilleter;ver
feuilletaient;feuilleter;ver
feuilletais;feuilleter;ver
feuilletait;feuilleter;ver
feuilletant;feuilleter;ver
feuilleté;feuilleter;ver
feuilletée;feuilleté;adj
feuilletées;feuilleté;adj
feuilleter;feuilleter;ver
feuilletèrent;feuilleter;ver
feuilletés;feuilleté;nom
feuilletez;feuilleter;ver
feuilletiez;feuilleter;ver
feuilletions;feuilleter;ver
feuilleton;feuilleton;nom
feuilletoniste;feuilletoniste;nom
feuilletons;feuilleton;nom
feuillets;feuillet;nom
feuillette;feuilleter;ver
feuillettement;feuillettement;nom
feuillettent;feuilleter;ver
feuillettes;feuilleter;ver
feuillu;feuillu;adj
feuillue;feuillu;adj
feuillues;feuillu;adj
feuillure;feuillure;nom
feuillures;feuillure;nom
feuillus;feuillu;nom
feuj;feuj;nom
feula;feuler;ver
feulait;feuler;ver
feulant;feuler;ver
feule;feuler;ver
feulée;feuler;ver
feulement;feulement;nom
feulements;feulement;nom
feulent;feuler;ver
feuler;feuler;ver
feurre;feurre;nom
feutra;feutrer;ver
feutrage;feutrage;nom
feutrages;feutrage;nom
feutrait;feutrer;ver
feutrant;feutrer;ver
feutre;feutre;nom
feutré;feutré;adj
feutrée;feutré;adj
feutrées;feutré;adj
feutrent;feutrer;ver
feutrer;feutrer;ver
feutres;feutrer;ver
feutrés;feutré;adj
feutrine;feutrine;nom
feux;feu;nom
fève;fève;nom
féveroles;féverole;nom
fèves;fève;nom
février;février;nom
fez;fez;nom
fi;fi;ono
fia;fier;ver
fiabilité;fiabilité;nom
fiable;fiable;adj
fiables;fiable;adj
fiacre;fiacre;nom
fiacres;fiacre;nom
fiaient;fier;ver
fiais;fier;ver
fiait;fier;ver
fiança;fiancer;ver
fiançailles;fiançailles;nom
fiançais;fiancer;ver
fiance;fiancer;ver
fiancé;fiancé;nom
fiancée;fiancé;nom
fiancées;fiancé;nom
fiancent;fiancer;ver
fiancer;fiancer;ver
fiancerais;fiancer;ver
fiancèrent;fiancer;ver
fiancerons;fiancer;ver
fiancés;fiancer;ver
fiancez;fiancer;ver
fiançons;fiancer;ver
fiant;fier;ver
fias;fier;ver
fiasco;fiasco;nom
fiascos;fiasco;nom
fiasque;fiasque;nom
fiasques;fiasque;nom
fiassent;fier;ver
fiat;fiat;nom
fibre;fibre;nom
fibré;fibré;adj
fibres;fibre;nom
fibreuse;fibreux;adj
fibreuses;fibreux;adj
fibreux;fibreux;adj
fibrillation;fibrillation;nom
fibrille;fibrille;nom
fibrillé;fibrillé;nom
fibrilles;fibrille;nom
fibrilleux;fibrilleux;adj
fibrine;fibrine;nom
fibrinogène;fibrinogène;nom
fibrociment;fibrociment;nom
fibromateuse;fibromateux;adj
fibrome;fibrome;nom
fibromes;fibrome;nom
fibroscope;fibroscope;nom
fibroscopie;fibroscopie;nom
fibrose;fibrose;nom
fibrotoxine;fibrotoxine;nom
fibule;fibule;nom
fic;fic;nom
ficaires;ficaire;nom
ficela;ficeler;ver
ficelai;ficeler;ver
ficelaient;ficeler;ver
ficelait;ficeler;ver
ficelant;ficeler;ver
ficelé;ficeler;ver
ficelée;ficeler;ver
ficelées;ficelé;adj
ficeler;ficeler;ver
ficelèrent;ficeler;ver
ficelés;ficelé;adj
ficelez;ficeler;ver
ficelle;ficelle;nom
ficellerait;ficeler;ver
ficelles;ficelle;nom
ficha;ficher;ver
fichage;fichage;nom
fichaient;ficher;ver
fichais;ficher;ver
fichaise;fichaise;nom
fichaises;fichaise;nom
fichait;ficher;ver
fichant;ficher;ver
fichât;ficher;ver
fiche;ficher;ver
fiché;ficher;ver
fichée;ficher;ver
fichées;ficher;ver
fichent;ficher;ver
ficher;ficher;ver
fichera;ficher;ver
ficherai;ficher;ver
ficheraient;ficher;ver
ficherais;ficher;ver
ficherait;ficher;ver
ficheras;ficher;ver
ficherons;ficher;ver
ficheront;ficher;ver
fiches;ficher;ver
fichés;ficher;ver
fichez;ficher;ver
fichier;fichier;nom
fichiers;fichier;nom
fichiez;ficher;ver
fichions;ficher;ver
fichons;ficher;ver
fichtre;fichtre;ono
fichtrement;fichtrement;adv
fichu;fichu;adj
fichue;fichu;adj
fichues;fichu;adj
fichus;fichu;adj
fictif;fictif;adj
fictifs;fictif;adj
fiction;fiction;nom
fictionnel;fictionnel;adj
fictions;fiction;nom
fictive;fictif;adj
fictivement;fictivement;adv
fictives;fictif;adj
ficus;ficus;nom
fidéicommis;fidéicommis;nom
fidèle;fidèle;adj
fidèlement;fidèlement;adv
fidèles;fidèle;adj
fidéliser;fidéliser;ver
fidéliseras;fidéliser;ver
fidélité;fidélité;nom
fidélités;fidélité;nom
fiduciaire;fiduciaire;adj
fiduciaires;fiduciaire;adj
fiducie;fiducie;nom
fie;fier;ver
fié;fier;ver
fiée;fier;ver
fief;fief;nom
fieffé;fieffé;adj
fieffée;fieffé;adj
fieffés;fieffé;adj
fiefs;fief;nom
fiel;fiel;nom
field;field;nom
fielleuse;fielleux;adj
fielleusement;fielleusement;adv
fielleuses;fielleux;adj
fielleux;fielleux;adj
fient;fier;ver
fiente;fiente;nom
fienté;fienter;ver
fientes;fiente;nom
fienteuse;fienteux;adj
fienteux;fienteux;adj
fier;fier;adj
fier_à_bras;fier_à_bras;nom
fiera;fier;ver
fierai;fier;ver
fierais;fier;ver
fieras;fier;ver
fière;fier;adj
fièrement;fièrement;adv
fières;fier;adj
fiérot;fiérot;nom
fiérote;fiérot;adj
fiérots;fiérot;adj
fiers;fier;adj
fiers_à_bras;fiers_à_bras;nom
fierté;fierté;nom
fiertés;fierté;nom
fiés;fier;ver
fiesta;fiesta;nom
fiestas;fiesta;nom
fieu;fieu;nom
fieux;fieux;nom
fièvre;fièvre;nom
fièvres;fièvre;nom
fiévreuse;fiévreux;adj
fiévreusement;fiévreusement;adv
fiévreuses;fiévreux;adj
fiévreux;fiévreux;adj
fiez;fier;ver
fifi;fifi;nom
fifille;fifille;nom
fifis;fifi;nom
fifre;fifre;nom
fifrelin;fifrelin;nom
fifrelins;fifrelin;nom
fifres;fifre;nom
fifties;fifties;nom
fifty;fifty;nom
fifty_fifty;fifty_fifty;adv
figaro;figaro;nom
figaros;figaro;nom
fige;figer;ver
figé;figer;ver
figea;figer;ver
figeaient;figer;ver
figeais;figer;ver
figeait;figer;ver
figeant;figer;ver
figée;figer;ver
figées;figé;adj
figent;figer;ver
figer;figer;ver
figera;figer;ver
figerai;figer;ver
figeraient;figer;ver
figerait;figer;ver
figèrent;figer;ver
figés;figer;ver
figez;figer;ver
fignard;fignard;nom
fignola;fignoler;ver
fignolage;fignolage;nom
fignolages;fignolage;nom
fignolaient;fignoler;ver
fignolait;fignoler;ver
fignolant;fignoler;ver
fignole;fignoler;ver
fignolé;fignoler;ver
fignolée;fignoler;ver
fignolent;fignoler;ver
fignoler;fignoler;ver
fignolerai;fignoler;ver
fignolerais;fignoler;ver
fignolerait;fignoler;ver
fignolés;fignoler;ver
fignoleur;fignoleur;nom
fignolons;fignoler;ver
figue;figue;nom
figues;figue;nom
figuier;figuier;nom
figuiers;figuier;nom
figura;figurer;ver
figurai;figurer;ver
figuraient;figurer;ver
figurais;figurer;ver
figurait;figurer;ver
figurant;figurant;nom
figurante;figurant;nom
figurantes;figurant;nom
figurants;figurant;nom
figurât;figurer;ver
figuratif;figuratif;adj
figuratifs;figuratif;adj
figuration;figuration;nom
figurations;figuration;nom
figurative;figuratif;adj
figurativement;figurativement;adv
figuratives;figuratif;adj
figure;figure;nom
figuré;figuré;adj
figurée;figuré;adj
figurées;figurer;ver
figurent;figurer;ver
figurer;figurer;ver
figurera;figurer;ver
figureraient;figurer;ver
figurerait;figurer;ver
figurèrent;figurer;ver
figures;figure;nom
figurés;figurer;ver
figurez;figurer;ver
figuriez;figurer;ver
figurine;figurine;nom
figurines;figurine;nom
figurions;figurer;ver
fil;fil;nom
fil_à_fil;fil_à_fil;nom
fila;filer;ver
filage;filage;nom
filai;filer;ver
filaient;filer;ver
filaire;filaire;adj
filais;filer;ver
filait;filer;ver
filament;filament;nom
filamenteux;filamenteux;adj
filaments;filament;nom
filâmes;filer;ver
filandres;filandre;nom
filandreuse;filandreux;adj
filandreuses;filandreux;adj
filandreux;filandreux;adj
filant;filer;ver
filante;filant;adj
filantes;filant;adj
filaos;filao;nom
filariose;filariose;nom
filasse;filasse;nom
filasses;filasse;nom
filât;filer;ver
filateur;filateur;nom
filateurs;filateur;nom
filature;filature;nom
filatures;filature;nom
file;filer;ver
filé;filer;ver
file_la_moi;file_la_moi;nom
filée;filer;ver
filées;filer;ver
filent;filer;ver
filer;filer;ver
filera;filer;ver
filerai;filer;ver
fileraient;filer;ver
filerais;filer;ver
filerait;filer;ver
fileras;filer;ver
filèrent;filer;ver
filerez;filer;ver
fileriez;filer;ver
filerons;filer;ver
fileront;filer;ver
files;filer;ver
filés;filer;ver
filet;filet;nom
filetage;filetage;nom
fileté;fileté;adj
filetée;fileter;ver
filets;filet;nom
fileur;fileur;nom
fileuse;fileur;nom
filez;filer;ver
filial;filial;adj
filiale;filiale;nom
filialement;filialement;adv
filiales;filiale;nom
filiation;filiation;nom
filiations;filiation;nom
filiaux;filial;adj
filière;filière;nom
filières;filière;nom
filiez;filer;ver
filiforme;filiforme;adj
filiformes;filiforme;adj
filigrane;filigrane;nom
filigranes;filigrane;nom
filigranés;filigraner;ver
filin;filin;nom
filins;filin;nom
filions;filer;ver
filioque;filioque;adj
fillasses;fillasse;nom
fille;fille;nom
fille_mère;fille_mère;nom
fillér;fillér;nom
filles;fille;nom
fillette;fillette;nom
fillettes;fillette;nom
filleul;filleul;nom
filleule;filleul;nom
filleuls;filleul;nom
film;film;nom
film_livre;film_livre;nom
filma;filmer;ver
filmage;filmage;nom
filmaient;filmer;ver
filmais;filmer;ver
filmait;filmer;ver
filmant;filmer;ver
filme;filmer;ver
filmé;filmer;ver
filmée;filmer;ver
filmées;filmer;ver
filment;filmer;ver
filmer;filmer;ver
filmera;filmer;ver
filmerai;filmer;ver
filmerais;filmer;ver
filmerait;filmer;ver
filmerez;filmer;ver
filmeront;filmer;ver
filmes;filmer;ver
filmés;filmer;ver
filmez;filmer;ver
filmiez;filmer;ver
filmions;filmer;ver
filmique;filmique;adj
filmographie;filmographie;nom
filmons;filmer;ver
filmothèque;filmothèque;nom
films;film;nom
films_annonce;films_annonce;nom
filochard;filochard;nom
filoche;filoche;nom
filoché;filocher;ver
filocher;filocher;ver
filochez;filocher;ver
filoguidé;filoguidé;adj
filon;filon;nom
filons;filon;nom
filoselle;filoselle;nom
filou;filou;nom
filous;filou;nom
filouté;filouter;ver
filouter;filouter;ver
filouterie;filouterie;nom
filouteries;filouterie;nom
filoutes;filouter;ver
filoutés;filouter;ver
fils;fils;nom
filtra;filtrer;ver
filtrage;filtrage;nom
filtraient;filtrer;ver
filtrais;filtrer;ver
filtrait;filtrer;ver
filtrant;filtrant;adj
filtrantes;filtrant;adj
filtrants;filtrant;adj
filtration;filtration;nom
filtrations;filtration;nom
filtre;filtre;nom
filtré;filtrer;ver
filtrée;filtrer;ver
filtrées;filtrer;ver
filtrent;filtrer;ver
filtrer;filtrer;ver
filtrerait;filtrer;ver
filtrèrent;filtrer;ver
filtres;filtre;nom
filtrés;filtrer;ver
filtrez;filtrer;ver
fîmes;faire;ver_sup
fin;fin;nom
finage;finage;nom
final;final;adj
finale;final;adj
finalement;finalement;adv
finales;finale;nom
finalisation;finalisation;nom
finalisé;finaliser;ver
finalisées;finaliser;ver
finaliser;finaliser;ver
finaliste;finaliste;nom
finalistes;finaliste;nom
finalité;finalité;nom
finalités;finalité;nom
finals;final;nom
finançai;financer;ver
finançaient;financer;ver
finançait;financer;ver
finançant;financer;ver
finance;finance;nom
financé;financer;ver
financée;financer;ver
financement;financement;nom
financements;financement;nom
financent;financer;ver
financer;financer;ver
financera;financer;ver
financerai;financer;ver
financeraient;financer;ver
financerait;financer;ver
financeras;financer;ver
financerons;financer;ver
financeront;financer;ver
finances;finance;nom
financés;financer;ver
financez;financer;ver
financier;financier;adj
financière;financier;adj
financièrement;financièrement;adv
financières;financier;adj
financiers;financier;adj
financiez;financer;ver
finançons;financer;ver
finassait;finasser;ver
finasse;finasser;ver
finassé;finasser;ver
finasser;finasser;ver
finasserie;finasserie;nom
finasseries;finasserie;nom
finasses;finasser;ver
finassons;finasser;ver
finaud;finaud;adj
finaude;finaud;adj
finauds;finaud;nom
finaux;final;adj
fine;fin;adj
finement;finement;adv
fines;fin;adj
finesse;finesse;nom
finesses;finesse;nom
finet;finet;adj
finette;finette;nom
fini;finir;ver
finie;finir;ver
finies;finir;ver
finîmes;finir;ver
finir;finir;ver
finira;finir;ver
finirai;finir;ver
finiraient;finir;ver
finirais;finir;ver
finirait;finir;ver
finiras;finir;ver
finirent;finir;ver
finirez;finir;ver
finiriez;finir;ver
finirions;finir;ver
finirons;finir;ver
finiront;finir;ver
finis;finir;ver
finish;finish;nom
finissaient;finir;ver
finissais;finir;ver
finissait;finir;ver
finissant;finir;ver
finissante;finissant;adj
finissantes;finissant;adj
finissants;finissant;adj
finisse;finir;ver
finissent;finir;ver
finisses;finir;ver
finisseur;finisseur;nom
finisseuse;finisseur;nom
finissez;finir;ver
finissiez;finir;ver
finissions;finir;ver
finissons;finir;ver
finit;finir;ver
finît;finir;ver
finition;finition;nom
finitions;finition;nom
finitude;finitude;nom
finlandais;finlandais;adj
finlandaise;finlandais;adj
finlandaises;finlandais;adj
finlandisation;finlandisation;nom
finnois;finnois;nom
fins;fin;nom
fiole;fiole;nom
fioles;fiole;nom
fion;fion;nom
fions;fier;ver
fiord;fiord;nom
fioriture;fioriture;nom
fioritures;fioriture;nom
fioul;fioul;nom
firent;faire;ver_sup
firmament;firmament;nom
firmaments;firmament;nom
firman;firman;nom
firmans;firman;nom
firme;firme;nom
firmes;firme;nom
fis;faire;ver_sup
fisc;fisc;nom
fiscal;fiscal;adj
fiscale;fiscal;adj
fiscalement;fiscalement;adv
fiscales;fiscal;adj
fiscaliste;fiscaliste;nom
fiscalité;fiscalité;nom
fiscaux;fiscal;adj
fissa;fissa;adv
fisse;faire;ver_sup
fissent;faire;ver_sup
fissible;fissible;adj
fissibles;fissible;adj
fissiez;faire;ver_sup
fission;fission;nom
fissionné;fissionner;ver
fissionner;fissionner;ver
fissions;faire;ver_sup
fissurait;fissurer;ver
fissurant;fissurer;ver
fissure;fissure;nom
fissuré;fissurer;ver
fissurée;fissurer;ver
fissurées;fissurer;ver
fissurent;fissurer;ver
fissurer;fissurer;ver
fissures;fissure;nom
fissurés;fissurer;ver
fiston;fiston;nom
fistons;fiston;nom
fistule;fistule;nom
fistules;fistule;nom
fit;faire;ver_sup
fît;faire;ver_sup
fîtes;faire;ver_sup
fitness;fitness;nom
fitzgéraldiennes;fitzgéraldien;adj
five_o_clock;five_o_clock;nom
fivete;fivete;nom
fixa;fixer;ver
fixage;fixage;nom
fixai;fixer;ver
fixaient;fixer;ver
fixais;fixer;ver
fixait;fixer;ver
fixâmes;fixer;ver
fixant;fixer;ver
fixât;fixer;ver
fixateur;fixateur;nom
